categoria_principal,shop,amenity,office,tourism,leisure,craft,healthcare,name,addr:street,addr:housenumber,lat,lon,tipo_actividad
shop,bakery,,,,,,,Che Chipa,,,41.4025033,2.1606309,bakery
shop,jewelry,,,,,,,Cronos Joiers,,,41.4022976,2.1603024,jewelry
shop,alcohol,,,,,,,La cava,,,41.4024028,2.1604652,alcohol
shop,tailor,,,,,,,Retocs del barri,Carrer de Puigmartí,31,41.4025319,2.1606761,tailor
shop,vacant,,,,,,,,,,41.4026307,2.1608447,vacant
shop,shoes,,,,,,,Manuel Reina,Avinguda Diagonal,359,41.3974419,2.1641918,shoes
shop,shoes,,,,,,,Calçats Peral,Avinguda Diagonal,438,41.3972632,2.1613616,shoes
shop,optician,,,,,,,Armand Optics,Avinguda Diagonal,375,41.396706,2.1612119,optician
shop,optician,,,,,,,Armanda,Avinguda Diagonal,381,41.3965449,2.1605032,optician
shop,clothes,,,,,,,Desing Meeting Poin,Avinguda Diagonal,379,41.3966681,2.1609988,clothes
shop,travel_agency,,,,,,,Ontim,Avinguda Diagonal,375,41.3967169,2.1612469,travel_agency
shop,hairdresser,,,,,,,Marco Aldany,Avinguda Diagonal,381,41.3966153,2.1607903,hairdresser
shop,clothes,,,,,,,Aeronautica Militare,Avinguda Diagonal,462,41.3961907,2.1570794,clothes
shop,beauty,,,,,,,Depilaxion,Avinguda Diagonal,472,41.3958879,2.1559858,beauty
shop,furniture,,,,,,,Bolia,Avinguda Diagonal,478,41.3958436,2.155767,furniture
shop,shoes,,,,,,,Tascón,Avinguda Diagonal,462,41.3961877,2.1570231,shoes
shop,clothes,,,,,,,MTN Outlet,Avinguda Diagonal,460,41.396227,2.1572739,clothes
shop,clothes,,,,,,,Ash,Avinguda Diagonal,435,41.3940086,2.1506824,clothes
shop,clothes,,,,,,,Franc Sarabia,Avinguda Diagonal,439,41.3939382,2.1503364,clothes
shop,clothes,,,,,,,Nice & Crazy,Avinguda Diagonal,445,41.3936746,2.1492635,clothes
shop,bakery,,,,,,,Vivari coffee and bakery,Rambla de Guipúscoa,109,41.4202893,2.202017,bakery
shop,supermarket,,,,,,,Lidl,,,41.3988815,2.1492897,supermarket
shop,chocolate,,,,,,,Catànies,,,41.3972813,2.1440717,chocolate
shop,florist,,,,,,,,,,41.3972071,2.1439911,florist
shop,beauty,,,,,,,,Carrer del Foc Follet,52-54,41.4343659,2.2045788,beauty
shop,supermarket,,,,,,,Supermercat Cristina,Carrer del Foc Follet,72-74,41.4344544,2.2053079,supermarket
shop,copyshop,,,,,,,HNOS. BERTRAN,Carrer d'Estadella,72,41.4353628,2.2051665,copyshop
shop,clothes,,,,,,,K1000,Avinguda Diagonal,296,41.402618,2.1826999,clothes
shop,hairdresser,,,,,,,Aude,Avinguda Diagonal,319B,41.3991342,2.1710265,hairdresser
shop,hairdresser,,,,,,,Orizzont,Avinguda Diagonal,307,41.3996332,2.1730674,hairdresser
shop,travel_agency,,,,,,,Viatges Diagonal,Avinguda Diagonal,283,41.4004763,2.1762921,travel_agency
shop,hairdresser,,,,,,,Porter,Avinguda Diagonal,319,41.3991887,2.1712221,hairdresser
shop,clothes,,,,,,,Bls,Avinguda Diagonal,350,41.4000462,2.1724636,clothes
shop,tattoo,,,,,,,Tattoo Cleaners,Avinguda Diagonal,388,41.3989695,2.1683053,tattoo
shop,hairdresser,,,,,,,Babylight Aduho,Avinguda Diagonal,402,41.3983446,2.1657114,hairdresser
shop,hairdresser,,,,,,,Perruqueria Cecilia Fernandez,Avinguda Diagonal,320B,41.4008394,2.1756195,hairdresser
shop,hearing_aids,,,,,,,Amplifon,Avinguda Diagonal,400,41.3983969,2.1658885,hearing_aids
shop,jewelry,,,,,,,Caprici,Avinguda Diagonal,10,41.4114787,2.2174506,jewelry
shop,hairdresser,,,,,,,Perruqueria Elena,Avinguda Diagonal,2,41.4115239,2.2181869,hairdresser
shop,hairdresser,,,,,,,Perruqueria Cubells,Avinguda Diagonal,36,41.4104815,2.2129452,hairdresser
shop,haberdashery,,,,,,,Merceria Castillo,Avinguda Diagonal,38B,41.4104719,2.2128184,haberdashery
shop,tattoo,,,,,,,Dreart Tattoo,Avinguda Diagonal,40,41.4104356,2.2127674,tattoo
shop,hairdresser,,,,,,,Perruqueria Solena,Avinguda Diagonal,44,41.4100937,2.2122954,hairdresser
shop,hairdresser,,,,,,,Perruqueria Mar,Avinguda Diagonal,62,41.4095123,2.2105627,hairdresser
shop,shoes,,,,,,,Sabateria Xaloc,Avinguda Diagonal,78,41.4093961,2.2093358,shoes
shop,clothes,,,,,,,Samar,Avinguda Diagonal,54-58,41.4098301,2.2110307,clothes
shop,travel_agency,,,,,,,Agencia de Viatges Zi,Avinguda Diagonal,76,41.4095163,2.2094911,travel_agency
shop,hairdresser,,,,,,,Mi Corte,Avinguda Diagonal,180,41.4053883,2.1941999,hairdresser
shop,newsagent,,,,,,,,,,41.3971385,2.1681322,newsagent
shop,supermarket,,,,,,,Keisy,,,41.3955557,2.1713685,supermarket
shop,ticket,,,,,,,Renfe,,,41.392278,2.1647422,ticket
shop,motorcycle,,,,,,,PS MOTO MINUT,,,41.4128633,2.1718943,motorcycle
shop,hairdresser,,,,,,,Perruquería Masculina Jordi,Passeig de Sant Joan,"176,178",41.4032126,2.1650265,hairdresser
shop,clothes,,,,,,,Pampling,Carrer Gran de Gràcia,40,41.3989428,2.1566836,clothes
shop,clothes,,,,,,,Moda Barcelona,,,41.3848879,2.1679473,clothes
shop,cannabis,,,,,,,Cannabis Museum Shop,,,41.3848066,2.1678954,cannabis
shop,tobacco,,,,,,,Tabacs,,,41.3841845,2.1700477,tobacco
shop,clothes,,,,,,,Aleluya,,,41.3837247,2.1691399,clothes
shop,clothes,,,,,,,La Principal,,,41.3836505,2.1691607,clothes
shop,bag,,,,,,,Lu Cas Complements,,,41.3834841,2.1689009,bag
shop,cannabis,,,,,,,Cannabis Store Barcelona,,,41.3840138,2.1696141,cannabis
shop,pastry,,,,,,,demasie...,,,41.3840465,2.1696526,pastry
shop,clothes,,,,,,,B-huno,,,41.3834528,2.1688444,clothes
shop,gift,,,,,,,,,,41.4123585,2.1484004,gift
shop,clothes,,,,,,,Shopping barcelona,,,41.3942383,2.1828488,clothes
shop,bakery,,,,,,,Cafè del Nord,,,41.3941697,2.1827349,bakery
shop,confectionery,,,,,,,Dolceviatge,,,41.3940962,2.1826909,confectionery
shop,fashion_accessories,,,,,,,Budha's,,,41.3863888,2.1727466,fashion_accessories
shop,shoes,,,,,,,Huella,,,41.3863262,2.1726007,shoes
shop,cannabis,,,,,,,Cannabis Care CBD,,,41.386436,2.1729093,cannabis
shop,mobile_phone,,,,,,,Mi Market Tecnologías,,,41.3753369,2.1446097,mobile_phone
shop,clothes,,,,,,,Harmony,,,41.3753084,2.1463176,clothes
shop,clothes,,,,,,,J. Robles,,,41.3753415,2.1443071,clothes
shop,cosmetics,,,,,,,Hnos Martin,,,41.3753428,2.144258,cosmetics
shop,electronics,,,,,,,Onkar Gallery,,,41.3753417,2.1443243,electronics
shop,health_food,,,,,,,Granja Armengol,,,41.3753276,2.144397,health_food
shop,clothes,,,,,,,Maca,,,41.3753248,2.1453355,clothes
shop,pawnbroker,,,,,,,Joieria River,,,41.3753219,2.1455117,pawnbroker
shop,confectionery;ice_cream,,,,,,,Gloria,,,41.3753266,2.1452271,confectionery;ice_cream
shop,pawnbroker,,,,,,,Quickgold,,,41.3753304,2.1449988,pawnbroker
shop,travel_agency,,,,,,,Condal Viajes,,,41.3753133,2.1460237,travel_agency
shop,clothes,,,,,,,Blaw Store,,,41.390805,2.1743825,clothes
shop,games,,,,,,,Frikitomi Plaza,,,41.3924928,2.1769587,games
shop,bakery,,,,,,,,,,41.3987151,2.143288,bakery
shop,bakery,,,,,,,Sun,,,41.4098076,2.1835464,bakery
shop,bakery,,,,,,,52 moments,,,41.4114277,2.1818142,bakery
shop,tattoo,,,,,,,AilinTattoo Studio,,,41.4061899,2.1574875,tattoo
shop,florist,,,,,,,Zelina Milano,Carrer de Milà i Fontanals,28,41.4009172,2.1626742,florist
shop,cannabis,,,,,,,Ezencia,,,41.4003076,2.1582315,cannabis
shop,convenience,,,,,,,Gracia Supermercat,,,41.4004238,2.1585948,convenience
shop,car_repair,,,,,,,Ángel,,,41.4008381,2.1594096,car_repair
shop,pet,,,,,,,Animalades,Carrer del Progrés,46,41.4006962,2.1595745,pet
shop,musical_instrument,,,,,,,Pianos Puig,Carrer del Progrés,44,41.4006414,2.1596426,musical_instrument
shop,supermarket,,,,,,,Supermercat express,,,41.4067088,2.1509987,supermarket
shop,beauty,,,,,,,SaKarA,Carrer de la Mare de Déu dels Desemparats,8,41.401518,2.1594972,beauty
shop,copyshop,,,,,,,Impressionat Copistería,Carrer del Penedès,10,41.4009243,2.1582946,copyshop
shop,hardware,,,,,,,Ferretería els Martells,Carrer del Penedès,8-6,41.4008453,2.1581653,hardware
shop,skate,,,,,,,State,,,41.4016516,2.1578835,skate
shop,copyshop,,,,,,,Centro de Impresión Digital La Fotocopia,Carrer del Montseny,5,41.4016528,2.1541111,copyshop
shop,laundry,,,,,,,La Wash,Carrer del Montseny,6,41.4015701,2.1541892,laundry
shop,copyshop,,,,,,,Fotocopias K33,Carrer del Montseny,6,41.4015068,2.154058,copyshop
shop,health_food,,,,,,,Covirán,Avinguda de la Mare de Déu de Montserrat,139,41.4166622,2.1702418,health_food
shop,hardware,,,,,,,,Avinguda Meridiana,346,41.4268032,2.1858267,hardware
shop,laundry,,,,,,,Lava Xpres,Carrer del Torrent de l'Olla,157,41.4043755,2.1546005,laundry
shop,clothes,,,,,,,,Carrer de la Mare de Déu dels Desemparats,,41.4023589,2.1585636,clothes
shop,books,,,,,,,Literal Ments,,,41.4022823,2.1653247,books
shop,supermarket,,,,,,,Alcampo,,,41.4054162,2.1347741,supermarket
shop,bicycle,,,,,,,Bicis Maria,Carrer de María,11,41.3993737,2.1573527,bicycle
shop,rental,,,,,,,Lloguer de gandules / Sunbed hire,,,41.4357816,2.1823717,rental
shop,dry_cleaning,,,,,,,Tintoreria Ben Sec,Ronda del Guinardó,34,41.4117004,2.1656222,dry_cleaning
shop,clothes,,,,,,,The Garden,,,41.3979127,2.1583146,clothes
shop,electronics,,,,,,,miró,,,41.3990834,2.1561868,electronics
shop,jewelry,,,,,,,Teresa Q,,,41.3979582,2.158251,jewelry
shop,fashion_accessories,,,,,,,Parfois,,,41.3998692,2.1552711,fashion_accessories
shop,massage,,,,,,,Ona Quiropractica,Carrer del Torrent de l'Olla,100,41.4013577,2.158375,massage
shop,beauty,,,,,,,The Royal Clinic by Doctor Marín,,,41.3979971,2.1582003,beauty
shop,vacant,,,,,,,,,,41.3979131,2.1572253,vacant
shop,interior_decoration,,,,,,,Vivie,,,41.3993413,2.1558966,interior_decoration
shop,clothes,,,,,,,Hackney,,,41.4012154,2.1577243,clothes
shop,confectionery,,,,,,,casa Colombia,,,41.3995063,2.1557038,confectionery
shop,jewelry,,,,,,,Poison,,,41.3977329,2.1587162,jewelry
shop,clothes,,,,,,,Cheeky,,,41.3980178,2.1571739,clothes
shop,craft,,,,,,,Bonito Estudio,Travessera de Gràcia,168,41.4012697,2.1578188,craft
shop,supermarket,,,,,,,Ametller Origen,,,41.3982682,2.1570522,supermarket
shop,clothes,,,,,,,Systemaction,,,41.399132,2.1561398,clothes
shop,houseware,,,,,,,smell me,Carrer Gran de Gràcia,63,41.3996592,2.155522,houseware
shop,photo,,,,,,,Servei fotogràfic digital,,,41.3979078,2.1609692,photo
shop,beauty,,,,,,,Kaoni,,,41.3979532,2.1572069,beauty
shop,clothes,,,,,,,byAppointment,,,41.3979539,2.1590615,clothes
shop,bed,,,,,,,dormity.com,,,41.3990405,2.1562309,bed
shop,vacant,,,,,,,Afers Digitals,Travessera de Gràcia,170,41.4013308,2.1579013,vacant
shop,hairdresser,,,,,,,Llongueras,,,41.3983834,2.1569921,hairdresser
shop,clothes,,,,,,,Okaïdi,,,41.3993724,2.1558554,clothes
shop,mobile_phone,,,,,,,Top Mòbil,,,41.3995333,2.1556713,mobile_phone
shop,clothes,,,,,,,Ropa Urbana el Caimán Alegre,,,41.4013021,2.1578588,clothes
shop,optician,,,,,,,Multiópticas,,,41.3985178,2.1568946,optician
shop,shoes,,,,,,,Tascón,,,41.3998647,2.1556139,shoes
shop,bag,,,,,,,Misako,,,41.3998238,2.1553234,bag
shop,hairdresser_supply,,,,,,,Beth S,,,41.3988495,2.1565039,hairdresser_supply
shop,charity,,,,,,,Humana,,,41.3994139,2.1558112,charity
shop,bakery,,,,,,,Forn de pa Cal Moline,,,41.3992885,2.1559576,bakery
shop,clothes,,,,,,,natura,,,41.4011675,2.1576627,clothes
shop,massage,,,,,,,,,,41.4051284,2.1796373,massage
shop,laundry,,,,,,,La Wash,Carrer de Sant Antoni Maria Claret,4,41.4026415,2.1633557,laundry
shop,car_repair,,,,,,,Automecánica Seba I Javier,Carrer de Milà i Fontanals,36,41.4012751,2.1623541,car_repair
shop,copyshop,,,,,,,Centre d'Impressió MC4 speed,Carrer de Banyoles,"32,34,36",41.4021902,2.163318,copyshop
shop,massage,,,,,,,Massatge Saló de Relax,Carrer de Milà i Fontanals,31,41.4014169,2.1619789,massage
shop,jewelry,,,,,,,Materia Rica,Carrer de Josep Torres,"16,18",41.4008144,2.1616444,jewelry
shop,herbalist,,,,,,,Les herbes,,,41.4296093,2.1825003,herbalist
shop,newsagent,,,,,,,,,,41.4423578,2.1833239,newsagent
shop,supermarket,,,,,,,Condis,,,41.3989346,2.1743269,supermarket
shop,stationery,,,,,,,Bureau Vallee,,,41.4066569,2.1776143,stationery
shop,clothes,,,,,,,Why Not?,,,41.4010522,2.1572745,clothes
shop,bakery,,,,,,,Granier,,,41.400604,2.1565872,bakery
shop,electronics,,,,,,,Milar,,,41.4011894,2.157493,electronics
shop,hairdresser,,,,,,,OK Peluquería,Carrer de Girona,163,41.3990155,2.1653622,hairdresser
shop,vacant,,,,,,,,,,41.4007793,2.1568625,vacant
shop,farm,,,,,,,Oli Sal,,,41.4008186,2.1569135,farm
shop,supermarket,,,,,,,Suma,,,41.3986582,2.1658382,supermarket
shop,jewelry,,,,,,,Trama,,,41.4014257,2.1578212,jewelry
shop,beauty,,,,,,,Time for Me,,,41.4006432,2.1566454,beauty
shop,variety_store,,,,,,,Xiquet de Gràcia,Travessera de Gràcia,151,41.4008539,2.1569617,variety_store
shop,cosmetics,,,,,,,Adonia,,,41.4011102,2.1573616,cosmetics
shop,massage,,,,,,,Hong Ze,Carrer d'Entença,189,41.3851211,2.1431064,massage
shop,furniture,,,,,,,Muebles Industria,,,41.4260453,2.1714831,furniture
shop,supermarket,,,,,,,V-TRUST,Carrer de l'Amistat,22,41.4000644,2.2057015,supermarket
shop,bakery,,,,,,,The cake man bakery,Carrer de l'Amistat,18,41.3999962,2.205612,bakery
shop,butcher,,,,,,,Carnisseries Trinxant,Carrer de l'Amistat,22,41.4001308,2.2057752,butcher
shop,kitchen,,,,,,,J M Merino,Carrer de l'Amistat,24,41.4001993,2.205832,kitchen
shop,beauty,,,,,,,sinvello,,,41.4008925,2.158242,beauty
shop,frozen_food,,,,,,,La Sirena,,,41.3749965,2.1433123,frozen_food
shop,coffee,,,,,,,On y Va Coffe,Carrer de Cabestany,15,41.3861386,2.1324452,coffee
shop,coffee,,,,,,,On y Va Coffe,Carrer de la Ciutat de Balaguer,45,41.4039589,2.1345462,coffee
shop,coffee,,,,,,,On y Va Coffe,Carrer de Cornet i Mas,9-11,41.3983662,2.1234452,coffee
shop,coffee,,,,,,,On y Va Coffe,,,41.3891418,2.163322,coffee
shop,massage,,,,,,,Jamu Rituals,Carrer de Regàs,23,41.3996245,2.1505003,massage
shop,deli,,,,,,,Candela Canela,Carrer del Torrent de l'Olla,115,41.4025249,2.156631,deli
shop,chocolate,,,,,,,CASA PLUS,,,41.405518,2.1380979,chocolate
shop,optician,,,,,,,Òptica Universitària,Avinguda Diagonal,637,41.3869072,2.1235567,optician
shop,gift,,,,,,,Niu d'Art,,,41.3864278,2.1782892,gift
shop,clothes,,,,,,,Momo Kids,Carrer de Ros de Olano,10,41.4012224,2.1551212,clothes
shop,alcohol,,,,,,,Colmado Casa Buendía,Carrer de Roger de Flor,139,41.3969948,2.1747052,alcohol
shop,laundry,,,,,,,Fresh bugaderia d'autoservei,,,41.4088589,2.1822045,laundry
shop,frozen_food,,,,,,,La Sirena,,,41.4298485,2.1774834,frozen_food
shop,furniture,,,,,,,Mobles Torino,,,41.4306162,2.1748536,furniture
shop,supermarket,,,,,,,Dia,,,41.435391,2.1725182,supermarket
shop,laundry,,,,,,,Lavanderia. Bugaderia autoservei,,,41.4119934,2.1780605,laundry
shop,lighting,,,,,,,Dracellum,,,41.4216744,2.1797642,lighting
shop,ticket,,,,,,,,,,41.4452731,2.1795772,ticket
shop,supermarket,,,,,,,Condis,,,41.4510661,2.1863049,supermarket
shop,newsagent,,,,,,,,,,41.4421571,2.1804876,newsagent
shop,shoes,,,,,,,Newcop,,,41.3840464,2.1739896,shoes
shop,antiques,,,,,,,Lladró,,,41.3687443,2.1491555,antiques
shop,clothes,,,,,,,Oksana,,,41.3690056,2.1486243,clothes
shop,bicycle,,,,,,,Arturo Ribera Ciclismo,Carrer de la Indústria,265,41.4142418,2.1802663,bicycle
shop,bicycle,,,,,,,Biking point Via Augusta,Via Augusta,139,41.3995051,2.1445805,bicycle
shop,craft,,,,,,,gat vell,,,41.4003679,2.1622303,craft
shop,repair,,,,,,,Lynx,,,41.3971328,2.1721312,repair
shop,coffee,cafe,,,,,,Syra Coffee,Carrer Major de Sarrià,55,41.3977838,2.1228028,coffee
shop,coffee,cafe,,,,,,Syra Coffee,Carrer d'Europa,26,41.3871101,2.1303485,coffee
shop,coffee,cafe,,,,,,Syra Coffee,Carrer de Sant Pere Més Alt,32,41.3881324,2.1763779,coffee
shop,coffee,cafe,,,,,,Syra Coffee,Carrer de la Diputació,163,41.3843275,2.1587585,coffee
shop,coffee,cafe,,,,,,Syra Coffee,Carrer de Londres,100,41.3938808,2.1515273,coffee
shop,coffee,cafe,,,,,,Syra Coffee,Via Augusta,149,41.3991177,2.1439185,coffee
shop,coffee,cafe,,,,,,Syra Coffee,Carrer del Rosselló,144,41.3908585,2.1542993,coffee
shop,coffee,cafe,,,,,,Syra Coffee,Carrer del Doctor Trueta,232,41.3992322,2.2045093,coffee
shop,coffee,cafe,,,,,,Syra Coffee,Passeig de Gràcia,11,41.3889315,2.1682652,coffee
shop,variety_store,,,,,,,Basar La Casa,Carrer de Còrsega,361,41.3985932,2.1618513,variety_store
shop,cannabis,,,,,,,Dr. Feter,Carrer de Còrsega,349,41.3983942,2.1616161,cannabis
shop,tailor,,,,,,,Dos Costuras,Carrer de Còrsega,351-355,41.3984559,2.1616856,tailor
shop,yes,,,,,,,A.P. Pro Náutica,,,41.3865753,2.1983676,yes
shop,clothes,,,,,,,La Compiano,Carrer de Puigmartí,50,41.4024622,2.1607991,clothes
shop,hardware,,,,,,,Ferretería Riad,Travessera de Gràcia,187,41.4023504,2.1593532,hardware
shop,butcher,,,,,,,Carnisseria Camadi,,,41.4025303,2.1596627,butcher
shop,wine,,,,,,,La Natural,Carrer de la Mare de Déu dels Desemparats,17,41.4019092,2.158889,wine
shop,telecommunication,,,,,,,Yoigo,Carrer de Puigmartí,42,41.4022106,2.1603674,telecommunication
shop,tailor,,,,,,,Zaara,Carrer de Puigmartí,42,41.4022609,2.1604433,tailor
shop,butcher,,,,,,,Carnisseria Martí,Carrer de Puigmartí,44,41.4022863,2.1604826,butcher
shop,hairdresser,,,,,,,Ali Perruqueria,Carrer de Puigmartí,19,41.4022284,2.1602062,hairdresser
shop,hairdresser,,,,,,,Renaissance Italia,Carrer de Puigmartí,21,41.4023305,2.1603539,hairdresser
shop,butcher,,,,,,,Xarcuteria Els Artesans de 1930,Carrer de Puigmartí,44,41.4023122,2.1605362,butcher
shop,clothes,,,,,,,Madhai,Carrer de Puigmartí,29,41.4024876,2.1605857,clothes
shop,supermarket,,,,,,,Condis,Carrer de Milà i Fontanals,82,41.4027507,2.1607083,supermarket
shop,second_hand,,,,,,,,Carrer de Milà i Fontanals,80,41.4027105,2.1607448,second_hand
shop,clothes,,,,,,,de Tela,Carrer de Puigmartí,48,41.4024317,2.1607436,clothes
shop,ticket,,,,,,,Aeri del Port,,,41.3709292,2.1722442,ticket
shop,seafood,,,,,,,Peix i Marisc Visi,Avinguda de la Mare de Déu de Montserrat,35,41.4142928,2.1625543,seafood
shop,bicycle,,,,,,,Bicitecla,Carrer de Bonavista,20,41.3984285,2.1602186,bicycle
shop,lottery,,,,,,,Loterías y Apuestas del Estado,,,41.3990035,2.1658123,lottery
shop,bakery,,,,,,,Vivari,,,41.3986567,2.1664443,bakery
shop,collector,,,,,,,Fantasy Factory,Passeig de Sant Joan,1,41.3917592,2.179222,collector
shop,kiosk,,,,,,,,,,41.3897952,2.1812279,kiosk
shop,furniture,,,,,,,L'Estudi de la Garriga,,,41.396141,2.1698923,furniture
shop,furniture,,,,,,,IKEA,,,41.3949539,2.152231,furniture
shop,convenience,,,,,,,Mi Alcampo,Avinguda Diagonal,462,41.3962054,2.1571138,convenience
shop,craft,,,,,,,Industrias Minra,Carrer de la Riera de Sant Miquel,35,41.3979632,2.1562748,craft
shop,vacant,,,,,,,,,,41.3962525,2.1573837,vacant
shop,second_hand,,,,,,,Tobajas,Carrer de la Riera de Sant Miquel,27,41.3977015,2.1567196,second_hand
shop,clothes,,,,,,,Menchén Tomàs,Carrer de la Riera de Sant Miquel,37,41.3980179,2.1561795,clothes
shop,shoe_repair,,,,,,,Rapid Regidor,Carrer de Goya,"10,12",41.3993985,2.1570009,shoe_repair
shop,lighting,,,,,,,Golden Editions,Carrer de Francisco Giner,45,41.3998146,2.1582759,lighting
shop,bakery,,,,,,,Forn de pa artesà Goya,,,41.3995783,2.1573236,bakery
shop,hairdresser,,,,,,,Gran Barbería Malditos Bastardos,Carrer del Diluvi,3,41.4003234,2.1582647,hairdresser
shop,craft,,,,,,,No Throw Design,Carrer del Diluvi,4,41.4003103,2.1583841,craft
shop,collector,,,,,,,dartbooks,Carrer de Ramón y Cajal,37,41.4028976,2.1590068,collector
shop,collector,,,,,,,Coleccionables Marisol,Carrer de la Mare de Déu dels Desemparats,,41.4024401,2.1585197,collector
shop,cosmetics,,,,,,,Primor,,,41.4098486,2.2152409,cosmetics
shop,clothes,,,,,,,Wild Sabine,,,41.4099532,2.2152023,clothes
shop,telecommunication,,,,,,,Yoigo,,,41.4098723,2.215853,telecommunication
shop,electronics,,,,,,,MediaMarkt,,,41.4098454,2.2156631,electronics
shop,video_games,,,,,,,Game,,,41.4099109,2.216031,video_games
shop,furniture,,,,,,,Tramas,,,41.4099345,2.2161168,furniture
shop,shoes,,,,,,,Misako,,,41.4099566,2.2161976,shoes
shop,jewelry,,,,,,,Bijou Brigitte,,,41.4099783,2.216293,jewelry
shop,shoes,,,,,,,Megacalzado,,,41.4101462,2.2164834,shoes
shop,clothes,,,,,,,Kiabi,,,41.4101704,2.2165918,clothes
shop,shoes,,,,,,,Deichmann,,,41.4101734,2.2166861,shoes
shop,vacant,,,,,,,,,,41.4101449,2.2168001,vacant
shop,cosmetics,,,,,,,Flormar,,,41.4101209,2.2168949,cosmetics
shop,clothes,,,,,,,Jack & Jones,,,41.4101852,2.217145,clothes
shop,clothes,,,,,,,New Yorker,,,41.4102135,2.217271,clothes
shop,mobile_phone,,,,,,,My Phone,,,41.410261,2.2174675,mobile_phone
shop,vacant,,,,,,,,,,41.4102865,2.2175597,vacant
shop,beauty,,,,,,,Regal Nails,,,41.4104315,2.2174845,beauty
shop,vacant,,,,,,,,,,41.4105003,2.2174661,vacant
shop,toys,,,,,,,Drim,,,41.4106201,2.2176227,toys
shop,tailor,,,,,,,Tailor & Co.,,,41.4106163,2.2178132,tailor
shop,nutrition_supplements,,,,,,,USAfitness Sport Nutrition,,,41.4105484,2.2178366,nutrition_supplements
shop,lottery,,,,,,,Loteria 1X2,,,41.410488,2.2178707,lottery
shop,vacant,,,,,,,,,,41.4103679,2.2179086,vacant
shop,clothes,,,,,,,Citees,,,41.4099494,2.2172732,clothes
shop,vacant,,,,,,,,,,41.4098874,2.2170937,vacant
shop,shoe_repair,,,,,,,Mister Minit,,,41.4097296,2.2171568,shoe_repair
shop,tea,,,,,,,Tea Shop,,,41.4098037,2.216949,tea
shop,electronics,,,,,,,Hubside.Store,,,41.4096987,2.2162619,electronics
shop,jewelry,,,,,,,Time Road,,,41.4096477,2.2160489,jewelry
shop,telecommunication,,,,,,,Movistar,,,41.4096277,2.2159618,telecommunication
shop,optician,,,,,,,General Óptica,,,41.4096012,2.2158749,optician
shop,sports,,,,,,,Fútbol Emotion,,,41.4095821,2.2157916,sports
shop,vacant,,,,,,,,,,41.4094967,2.2156837,vacant
shop,clothes,,,,,,,Pepco,,,41.4095271,2.215381,clothes
shop,party,,,,,,,Party Fiesta,,,41.4096341,2.2152918,party
shop,toys,,,,,,,Juguettos,,,41.4097336,2.2152989,toys
shop,yes,,,,,,,Natura,,,41.4098243,2.215276,yes
shop,pet,,,,,,,Kiwoko,,,41.4099337,2.2152311,pet
shop,coffee,cafe,,,,,,Nespresso,,,41.4096997,2.2156922,coffee
shop,shoes,,,,,,,Casas,,,41.40953,2.2154277,shoes
shop,vacant,,,,,,,,,,41.4095267,2.2155293,vacant
shop,clothes,,,,,,,Massimo Dutti,,,41.4095529,2.2156997,clothes
shop,jewelry,,,,,,,Oro Vivo,,,41.4096292,2.2160592,jewelry
shop,clothes,,,,,,,Jott,,,41.4096849,2.2162242,clothes
shop,clothes,,,,,,,Calzedonia,,,41.4097116,2.2163268,clothes
shop,clothes,,,,,,,Intimissimi,,,41.4097381,2.2163917,clothes
shop,clothes,,,,,,,Intimissimi Uomo,,,41.4098603,2.217049,clothes
shop,shoes,,,,,,,Primadonna,,,41.4099335,2.2172526,shoes
shop,vacant,,,,,,,,,,41.409978,2.217393,vacant
shop,clothes,,,,,,,Pull & Bear,,,41.4099863,2.2174812,clothes
shop,vacant,,,,,,,,,,41.4100198,2.2175689,vacant
shop,clothes,,,,,,,United Colors of Benetton,,,41.4100298,2.2176318,clothes
shop,vacant,,,,,,,,,,41.4100495,2.2176884,vacant
shop,vacant,,,,,,,,,,41.4100964,2.2178736,vacant
shop,vacant,,,,,,,,,,41.410219,2.2179878,vacant
shop,vacant,,,,,,,,,,41.4103381,2.2179369,vacant
shop,bag,,,,,,,Bosanova,,,41.4106583,2.2177992,bag
shop,gift,,,,,,,Dreamawakes,,,41.4100071,2.2169408,gift
shop,confectionery,,,,,,,Belros,,,41.410117,2.2154822,confectionery
shop,vacant,,,,,,,,,,41.4100623,2.2154994,vacant
shop,hairdresser,,,,,,,Macho,,,41.4100234,2.215513,hairdresser
shop,erotic,,,,,,,My Moments,,,41.4099721,2.2155369,erotic
shop,perfumery,,,,,,,Equivalenza,,,41.4099236,2.2155566,perfumery
shop,optician,,,,,,,Ray-Ban,,,41.4098766,2.2155784,optician
shop,clothes,,,,,,,+D CONTI,,,41.4098358,2.2156153,clothes
shop,cosmetics,,,,,,,Rituals,,,41.4098744,2.2157361,cosmetics
shop,clothes,,,,,,,Lefties,,,41.4099552,2.2159616,clothes
shop,fashion_accessories,,,,,,,Parfois,,,41.4099706,2.2161025,fashion_accessories
shop,clothes,,,,,,,Women'secret,,,41.4100004,2.216198,clothes
shop,jewelry,,,,,,,Tous,,,41.410022,2.2162957,jewelry
shop,vacant,,,,,,,,,,41.4100795,2.2163715,vacant
shop,optician,,,,,,,Sunglass Hut,,,41.410204,2.2171468,optician
shop,vacant,,,,,,,,,,41.4102202,2.2171939,vacant
